,frequency_component,operating_frequency_mhz,Algorithm,test_name,Threads,variant,kernel_runtime,roi_runtime,run_power_w,energy_j,edp_j_s,kernel_runtime_std,roi_runtime_std,run_power_w_std,energy_j_std,edp_j_s_std
61,GPU,900.0,BFS,,,clvk,548.95460075,593.089107,4.7375,2.6006099627929684,1.427863434035002,8.892149243464937,8.86121186131698,0.009882117688026028,0.037019052304812824,0.04353663900334921
62,GPU,900.0,FFT,,,OpenCL,0.06403125,0.3683645,4.49,0.00028750097875,1.840912785887375e-08,0.00010653129430673081,0.05531266780464188,0.03109126351029636,2.166696604697233e-06,1.5528082303993971e-10
63,GPU,900.0,FFT,,,clvk,0.0602685,13835058055282.336,4.443269230769231,0.0002677797711538462,1.613844099930385e-08,0.000309435507550985,9223372036854.371,0.06708755208658576,3.3947722282810126e-06,1.9589757769777015e-10
64,GPU,900.0,KMeans,,,OpenCL,1100.4687625000001,1125.32829775,5.227421652421652,5.752405112496546,6.330598307481424,11.165381014242431,11.49870905623221,0.026958477758504892,0.03257017008817155,0.09893682953386006
65,GPU,900.0,KMeans,,,clvk,1149.91845725,1174.25817375,5.257142857142857,6.045289972589286,6.951598402846293,0.8515034136789512,1.1615783267206243,0.00952380952380949,0.014510400846631225,0.02124333981707422
66,GPU,900.0,SPMV,,,OpenCL,94.74577174999999,114.47313274999999,5.139153439153439,0.48693049378267195,0.046143241730306366,1.3461370063227531,1.355281548940135,0.023216201300747457,0.008679599290979917,0.0014725959520828107
67,GPU,900.0,SPMV,,,clvk,84.66215199999999,108.187224,5.161904761904761,0.43695552310238095,0.03706014944289984,4.311120908357909,4.647763649793881,0.02057377999494602,0.020593666124992787,0.003649112299283945
68,GPU,900.0,SRAD,,,OpenCL,19.244826,28.97531825,5.3925,0.10377779015500002,0.0019971878986501275,0.016607061891455697,0.03246468190074694,0.008660254037844315,0.00023243056217437267,5.972323273484903e-06
69,GPU,900.0,SRAD,,,clvk,19.08108375,28.678396499999998,5.2700000000000005,0.10055731136250001,0.001918772193487598,0.08670466482020074,0.10809959384598504,0.0,0.0004569335836024565,1.7451716208655702e-05
70,GPU,1000.0,BFS,,,OpenCL,538.8639275,589.4865179999999,4.92265625,2.6525854812687504,1.429696712351741,9.659877707496117,9.959176018722156,0.008218611373989541,0.043374588364079855,0.04909209493631459
71,GPU,1000.0,BFS,,,clvk,519.2143565,563.2591199999999,4.976262019230769,2.583746145488101,1.3415220945933517,1.0708376346749906,1.0706702531470418,0.0021976904089591005,0.0051005605538437596,0.005381588249681006
72,GPU,1000.0,FFT,,,OpenCL,0.05790525,0.3384685,4.7125,0.00027287750499999997,1.580106057808e-08,0.0001480751498395319,0.010926598510057913,0.013228756555322569,5.98041687760951e-07,6.071460495633286e-11
73,GPU,1000.0,FFT,,,clvk,0.05586225,1250126199232.3894,4.700961538461538,0.0002626126192307692,1.4671213983255768e-08,0.00045565877218228335,2345401685897.5806,0.03976942915191361,3.721196281872947e-06,3.150376050986899e-10
74,GPU,1000.0,KMeans,,,OpenCL,1050.7292877500001,1075.3417325,5.492115384615385,5.770729967804231,6.063488990580227,1.5850004397003565,1.606906839593234,0.009179881097406518,0.014908233102334951,0.023560446296684894
75,GPU,1000.0,KMeans,,,clvk,1108.84699125,1133.2155335,5.53063492063492,6.13263184870447,6.800180192856244,2.4745055256790507,2.9070648720574095,0.016054575976264203,0.023852526968807988,0.03836215415502682
76,GPU,1000.0,SPMV,,,OpenCL,93.258915,113.01400175,5.317857142857143,0.4959327790988095,0.046258458472355414,1.4813818179845906,1.3097349264461535,0.004559176703601916,0.0074766655521570505,0.0014320210597863995
77,GPU,1000.0,SPMV,,,clvk,86.178432,110.01568475,5.355952380952381,0.4614631956178572,0.03984256597181297,4.545159901755342,4.8757503683844385,0.030952380952380752,0.021827333504303444,0.0038892171671519094
78,GPU,1000.0,SRAD,,,OpenCL,18.05593325,27.283868,5.867500000000001,0.1059433182825,0.001912910107270098,0.022757842477924662,0.04990775518226876,0.01040832999733088,0.0002997091326106137,7.658676503378334e-06
79,GPU,1000.0,SRAD,,,clvk,18.016410999999998,27.10691125,5.75,0.10359439715125,0.0018664110305461634,0.05091822046510802,0.06086517146050492,0.0040824829046384225,0.0003171060001351492,1.0912213317392038e-05
